subject,blockcode,trialcode,trialnum,response,latency,stimulusitem3,stimulusitem4,stimulusitem5,stimulusitem6,stimulusitem8,values.gridface1_code,values.gridface2_code,values.gridface3_code,values.gridface4_code,values.compareface_code,values.trial_retry,values.nTrials,avg_grid,avg_compare,correct_resp,correct_num,easiness
776369198,gridcompare_block,gridcompare_trial,60,50,402,nexus2_10_tw_0.00.jpg,nexus2_9_tw_1.00.jpg,nexus2_1_tw_0.00.jpg,nexus2_23_tw_2.00.jpg,nexus2_20_tw_-3.00.jpg,0,1,0,2,-3,0,102,0.75,-3,38,0,3.75
776369198,gridcompare_block,gridcompare_trial,61,50,123,nexus2_21_tw_2.00.jpg,nexus2_18_tw_-3.00.jpg,nexus2_24_tw_-2.00.jpg,nexus2_10_tw_1.00.jpg,nexus2_11_tw_3.00.jpg,2,-3,-2,1,3,0,102,-0.5,3,50,1,3.5
776369198,gridcompare_block,gridcompare_trial,62,38,469,nexus2_3_tw_-1.00.jpg,nexus2_19_tw_2.00.jpg,nexus2_16_tw_0.00.jpg,nexus2_8_tw_3.00.jpg,nexus2_5_tw_2.00.jpg,-1,2,0,3,2,0,102,1,2,50,0,1
776369198,gridcompare_block,gridcompare_trial,63,50,9442,nexus2_17_tw_-1.00.jpg,nexus2_13_tw_3.00.jpg,nexus2_6_tw_2.00.jpg,nexus2_9_tw_3.00.jpg,nexus2_4_tw_2.00.jpg,-1,3,2,3,2,0,102,1.75,2,50,1,0.25
776369198,gridcompare_block,gridcompare_trial,64,38,432,nexus2_1_tw_-1.00.jpg,nexus2_22_tw_3.00.jpg,nexus2_14_tw_-1.00.jpg,nexus2_7_tw_3.00.jpg,nexus2_25_tw_-2.00.jpg,-1,3,-1,3,-2,0,102,1,-2,38,1,3
776369198,gridcompare_block,gridcompare_trial,65,50,520,nexus2_20_tw_-2.00.jpg,nexus2_12_tw_-3.00.jpg,nexus2_15_tw_2.00.jpg,nexus2_2_tw_-3.00.jpg,nexus2_23_tw_1.00.jpg,-2,-3,2,-3,1,0,102,-1.5,1,50,1,2.5
776369198,gridcompare_block,gridcompare_trial,66,50,2546,nexus2_4_tw_-2.00.jpg,nexus2_8_tw_-1.00.jpg,nexus2_7_tw_-3.00.jpg,nexus2_9_tw_0.00.jpg,nexus2_6_tw_1.00.jpg,-2,-1,-3,0,1,0,102,-1.5,1,50,1,2.5
776369198,gridcompare_block,gridcompare_trial,67,38,588,nexus2_18_tw_-1.00.jpg,nexus2_17_tw_0.00.jpg,nexus2_10_tw_2.00.jpg,nexus2_2_tw_1.00.jpg,nexus2_24_tw_1.00.jpg,-1,0,2,1,1,0,102,0.5,1,50,0,0.5
776369198,gridcompare_block,gridcompare_trial,68,38,523,nexus2_16_tw_-1.00.jpg,nexus2_13_tw_1.00.jpg,nexus2_20_tw_2.00.jpg,nexus2_12_tw_-1.00.jpg,nexus2_19_tw_-1.00.jpg,-1,1,2,-1,-1,0,102,0.25,-1,38,1,1.25
776369198,gridcompare_block,gridcompare_trial,69,50,312,nexus2_21_tw_0.00.jpg,nexus2_11_tw_1.00.jpg,nexus2_14_tw_2.00.jpg,nexus2_3_tw_3.00.jpg,nexus2_22_tw_-1.00.jpg,0,1,2,3,-1,0,102,1.5,-1,38,0,2.5
776369198,gridcompare_block,gridcompare_trial,70,50,356,nexus2_1_tw_1.00.jpg,nexus2_5_tw_-3.00.jpg,nexus2_25_tw_3.00.jpg,nexus2_15_tw_1.00.jpg,nexus2_23_tw_-2.00.jpg,1,-3,3,1,-2,0,102,0.5,-2,38,0,2.5
776369198,gridcompare_block,gridcompare_trial,71,38,358,nexus2_15_tw_3.00.jpg,nexus2_5_tw_-2.00.jpg,nexus2_23_tw_-2.00.jpg,nexus2_8_tw_0.00.jpg,nexus2_12_tw_0.00.jpg,3,-2,-2,0,0,0,102,-0.25,0,50,0,0.25
776369198,gridcompare_block,gridcompare_trial,72,50,647,nexus2_13_tw_-1.00.jpg,nexus2_1_tw_-2.00.jpg,nexus2_19_tw_2.00.jpg,nexus2_18_tw_0.00.jpg,nexus2_6_tw_-3.00.jpg,-1,-2,2,0,-3,0,102,-0.25,-3,38,0,2.75
776369198,gridcompare_block,gridcompare_trial,73,38,1231,nexus2_14_tw_-1.00.jpg,nexus2_17_tw_-2.00.jpg,nexus2_16_tw_-3.00.jpg,nexus2_7_tw_-2.00.jpg,nexus2_3_tw_0.00.jpg,-1,-2,-3,-2,0,0,102,-2,0,50,0,2
776369198,gridcompare_block,gridcompare_trial,74,50,413,nexus2_21_tw_0.00.jpg,nexus2_20_tw_-3.00.jpg,nexus2_22_tw_2.00.jpg,nexus2_25_tw_3.00.jpg,nexus2_24_tw_-3.00.jpg,0,-3,2,3,-3,0,102,0.5,-3,38,0,3.5
776369198,gridcompare_block,gridcompare_trial,75,50,291,nexus2_4_tw_2.00.jpg,nexus2_2_tw_-1.00.jpg,nexus2_10_tw_3.00.jpg,nexus2_11_tw_0.00.jpg,nexus2_9_tw_0.00.jpg,2,-1,3,0,0,0,102,1,0,38,0,1
776369198,gridcompare_block,gridcompare_trial,76,50,265,nexus2_5_tw_0.00.jpg,nexus2_18_tw_-2.00.jpg,nexus2_6_tw_2.00.jpg,nexus2_13_tw_3.00.jpg,nexus2_22_tw_3.00.jpg,0,-2,2,3,3,0,102,0.75,3,50,1,2.25
776369198,gridcompare_block,gridcompare_trial,77,38,446,nexus2_3_tw_1.00.jpg,nexus2_24_tw_3.00.jpg,nexus2_19_tw_-2.00.jpg,nexus2_21_tw_2.00.jpg,nexus2_20_tw_-1.00.jpg,1,3,-2,2,-1,0,102,1,-1,38,1,2
776369198,gridcompare_block,gridcompare_trial,78,50,621,nexus2_11_tw_-1.00.jpg,nexus2_4_tw_-1.00.jpg,nexus2_10_tw_1.00.jpg,nexus2_16_tw_-1.00.jpg,nexus2_12_tw_2.00.jpg,-1,-1,1,-1,2,0,102,-0.5,2,50,1,2.5
776369198,gridcompare_block,gridcompare_trial,79,50,131,nexus2_9_tw_1.00.jpg,nexus2_23_tw_3.00.jpg,nexus2_1_tw_3.00.jpg,nexus2_14_tw_0.00.jpg,nexus2_17_tw_3.00.jpg,1,3,3,0,3,0,102,1.75,3,50,1,1.25
776369198,gridcompare_block,gridcompare_trial,80,38,86,nexus2_15_tw_-2.00.jpg,nexus2_25_tw_1.00.jpg,nexus2_2_tw_1.00.jpg,nexus2_8_tw_2.00.jpg,nexus2_7_tw_1.00.jpg,-2,1,1,2,1,0,102,0.5,1,50,0,0.5
776369198,gridcompare_block,gridcompare_trial,81,38,1466,nexus2_23_tw_-3.00.jpg,nexus2_21_tw_-3.00.jpg,nexus2_25_tw_-2.00.jpg,nexus2_24_tw_1.00.jpg,nexus2_6_tw_-2.00.jpg,-3,-3,-2,1,-2,0,102,-1.75,-2,38,1,0.25
776369198,gridcompare_block,gridcompare_trial,82,50,320,nexus2_16_tw_0.00.jpg,nexus2_7_tw_-3.00.jpg,nexus2_4_tw_-2.00.jpg,nexus2_20_tw_-2.00.jpg,nexus2_10_tw_2.00.jpg,0,-3,-2,-2,2,0,102,-1.75,2,50,1,3.75
776369198,gridcompare_block,gridcompare_trial,83,38,281,nexus2_2_tw_2.00.jpg,nexus2_18_tw_3.00.jpg,nexus2_22_tw_0.00.jpg,nexus2_8_tw_-1.00.jpg,nexus2_19_tw_1.00.jpg,2,3,0,-1,1,1,103,1,1,NA,NA,0
776369198,gridcompare_block,gridcompare_trial,84,50,782,nexus2_14_tw_2.00.jpg,nexus2_9_tw_-3.00.jpg,nexus2_5_tw_-1.00.jpg,nexus2_15_tw_-3.00.jpg,nexus2_13_tw_-2.00.jpg,2,-3,-1,-3,-2,0,103,-1.25,-2,38,0,0.75
776369198,gridcompare_block,gridcompare_trial,85,50,295,nexus2_17_tw_-3.00.jpg,nexus2_1_tw_0.00.jpg,nexus2_12_tw_1.00.jpg,nexus2_11_tw_2.00.jpg,nexus2_3_tw_2.00.jpg,-3,0,1,2,2,0,103,0,2,50,1,2
776369198,gridcompare_block,gridcompare_trial,86,50,859,nexus2_17_tw_2.00.jpg,nexus2_20_tw_0.00.jpg,nexus2_15_tw_1.00.jpg,nexus2_11_tw_3.00.jpg,nexus2_22_tw_-3.00.jpg,2,0,1,3,-3,0,103,1.5,-3,38,0,4.5
776369198,gridcompare_block,gridcompare_trial,87,50,201,nexus2_16_tw_3.00.jpg,nexus2_14_tw_3.00.jpg,nexus2_24_tw_-2.00.jpg,nexus2_23_tw_0.00.jpg,nexus2_19_tw_-1.00.jpg,3,3,-2,0,-1,0,103,1,-1,38,0,2
776369198,gridcompare_block,gridcompare_trial,88,38,5553,nexus2_4_tw_-3.00.jpg,nexus2_8_tw_-2.00.jpg,nexus2_2_tw_-3.00.jpg,nexus2_12_tw_-1.00.jpg,nexus2_10_tw_-2.00.jpg,-3,-2,-3,-1,-2,0,103,-2.25,-2,50,0,0.25
776369198,gridcompare_block,gridcompare_trial,89,38,59,nexus2_5_tw_1.00.jpg,nexus2_9_tw_2.00.jpg,nexus2_6_tw_0.00.jpg,nexus2_3_tw_3.00.jpg,nexus2_18_tw_1.00.jpg,1,2,0,3,1,0,103,1.5,1,38,1,0.5
776369198,gridcompare_block,gridcompare_trial,90,38,312,nexus2_1_tw_-1.00.jpg,nexus2_13_tw_1.00.jpg,nexus2_25_tw_0.00.jpg,nexus2_7_tw_3.00.jpg,nexus2_21_tw_3.00.jpg,-1,1,0,3,3,0,103,0.75,3,50,0,2.25
