date,time,group,subject,build,age_response,age_latency,gender_response,gender_latency,race_response,race_latency,comments_response,comments_latency,
80517,12:27:08,717588653,1350,5.0.7.0,25,19488,Female,19488,Hispanic,19488,,19488,
80517,15:29:54,784547375,1353,5.0.7.0,31,9133,Male,9133,White (Caucasian),9133,,9133,
80517,15:24:17,545263421,1327,5.0.7.0,20,82862,Male,82862,White (Caucasian),82862,,82862,
80517,14:18:35,482492864,1323,5.0.7.0,53,31423,Female,31423,White (Caucasian),31423,These are always a little difficult.  I tried to look at the eyes.,31423,
80517,21:19:10,288830173,1303,5.0.7.0,23,20281,Female,20281,Other,20281,,20281,
80517,15:03:16,211310297,1276,5.0.7.0,27,47269,Female,47269,African-American,47269,,47269,
80517,12:23:53,798681454,1342,5.0.7.0,54,27027,Female,27027,White (Caucasian),27027,GREAT SURVEY!,27027,
80517,14:18:08,972659911,1328,5.0.7.0,35,8082,Female,8082,White (Caucasian),8082,,8082,
80517,14:17:34,277810811,1317,5.0.7.0,36,109268,Female,109268,White (Caucasian),109268,Made me a little uncomfortable judging people on their trustworthiness just by looking at their face!,109268,
80517,21:00:07,564782699,1267,5.0.7.0,24,429820,Female,429820,White (Caucasian),429820,"I recognize that sometimes we bias ourselves based on race. I feel like it's an ""us vs them"" thing. So I try to compensate in my life. If I catch myself thinking things that are prejudiced, I correct myself and remind myself that we're all human. I worked at a school where I was one of a handful of white people after I graduated college. My students were sweet, lovely human beings,  and I'm so glad that I had that experience because now I see people I know in strange faces. (""That man walking down the street towards me looks like my student, X. I wonder what he's up to."" And then I feel less afraid.) I always remind myself to think twice before judging someone. It was hard to complete this survey because rating people on trustworthiness is difficult. I don't want to outright trust or distrust anyone. I like to talk to someone first. I'm more inclined to trust people if they look happy, I think. Some of the faces looked threatening. Some of the women I might have trusted, but I'm not sure because I've had some bad experiences with other white women in the past, so that makes me more neutral. I just felt bad for all of the pictures where there was clear photoshopping going on. I felt like if someone really looked like that, they might have a disability, which wouldn't make me trust them necessarily; I'd want to protect them rather than give them responsibility. Some of the pretty people, I wondered if they would be manipulative, but I did feel maybe more inclined to trust them.",429820,
80517,15:18:07,791058811,1320,5.0.7.0,41,22943,Male,22943,White (Caucasian),22943,,22943,
80517,14:14:00,421323112,1300,5.0.7.0,45,24490,Male,24490,White (Caucasian),24490,None,24490,
80517,15:14:03,242595896,1299,5.0.7.0,50,35026,Female,35026,White (Caucasian),35026,I found it very interesting trying to judge who you think is trustworthy based on their face.,35026,
80517,15:15:37,62245549,1296,5.0.7.0,31,8998,Female,8998,White (Caucasian),8998,,8998,
80517,14:12:53,420149235,1301,5.0.7.0,31,8833,Male,8833,White (Caucasian),8833,,8833,
80517,15:11:09,900790473,1283,5.0.7.0,20,27340,Female,27340,White (Caucasian),27340,"no, thank you",27340,
80517,15:10:21,132952355,1293,5.0.7.0,50,36901,Female,36901,White (Caucasian),36901,interesting progression of faces and eyes. Not all were looking in the same angle,36901,
80517,16:05:36,971341031,1273,5.0.7.0,41,33856,Female,33856,African-American,33856,"Were these real faces? It seemed so at first, but then things started to get weird. Features seemed to repeat themselves, it seemed...",33856,
80517,15:07:03,329647135,1278,5.0.7.0,22,6585,Male,6585,White (Caucasian),6585,,6585,
80517,14:04:30,254527647,1280,5.0.7.0,39,77747,Female,77747,White (Caucasian),77747,"As a teacher, I find this fascinating.  We are told to present ourselves a certain way to gain trust and respect from our students.  They are judging us in a few seconds.  We have only one chance to cultivate so much.  If we ruin that first opportunity, we can suffer for the whole year.  Good survey.",77747,
80517,14:01:39,327090123,1269,5.0.7.0,33,10759,Female,10759,African-American,10759,,10759,
80517,11:57:53,411175051,1246,5.0.7.0,19,13276,Male,13276,Hispanic,13276,,13276,
80517,14:51:25,425973834,1213,5.0.7.0,55,139212,Male,139212,White (Caucasian),139212,I felt that the criteria I was using changed as I moved through the study. I guess I felt less judgemental as the survey progressed.,139212,
80517,15:01:09,435534016,1270,5.0.7.0,42,6144,Male,6144,White (Caucasian),6144,,6144,
80517,14:58:12,702514754,1247,5.0.7.0,40,21261,Male,21261,White (Caucasian),21261,None.,21261,
80517,12:57:42,436232256,1255,5.0.7.0,32,14042,Female,14042,White (Caucasian),14042,none,14042,
80517,11:58:27,454991362,1249,5.0.7.0,35,38049,Male,38049,White (Caucasian),38049,Survey made me wonder if these were all real faces or slightly distorted to make them assymetrical (and therefore less trustworthy in my mind).,38049,
80517,14:51:04,397093508,1230,5.0.7.0,28,7681,Female,7681,White (Caucasian),7681,,7681,
80517,13:56:42,594369442,1250,5.0.7.0,38,13770,Female,13770,White (Caucasian),13770,Are these people all prisoners?,13770,
80517,14:48:07,337160869,1227,5.0.8.0,64,21419,Female,21419,White (Caucasian),21419,,21419,
80517,13:44:53,443832352,1216,5.0.7.0,28,25925,Female,25925,White (Caucasian),25925,,25925,
80517,13:48:25,261805481,1225,5.0.7.0,34,9962,Male,9962,White (Caucasian),9962,,9962,
80517,14:42:40,268389910,1186,5.0.7.0,53,64008,Female,64008,White (Caucasian),64008,I don't feel you can rate trustworthliness from appearance. Sorry.,64008,
80517,14:34:55,934949356,1181,5.0.7.0,27,8642,Male,8642,Asian-American,8642,,8642,
80517,13:34:56,961128910,1173,5.0.7.0,26,19176,Male,19176,White (Caucasian),19176,,19176,
80517,14:37:03,108953261,1192,5.0.7.0,19,12909,Male,12909,Hispanic,12909,,12909,
80517,14:36:02,419130658,1185,5.0.7.0,23,37744,Female,37744,African-American,37744,This was a very interesting survey! I think the expression on peoples faces influenced my rating of them.,37744,
80517,11:38:02,737944525,1194,5.0.8.0,25,17663,Male,17663,White (Caucasian),17663,,17663,
80517,12:35:08,645902202,1182,5.0.7.0,31,48968,Male,48968,White (Caucasian),48968,Very interesting study.  Had me thinking about how trustworthy I find people based on initial appearances.,48968,
80517,12:41:51,249631822,1206,5.0.7.0,44,26858,Male,26858,White (Caucasian),26858,What a fun survey! :),26858,
80517,12:41:37,420238838,1204,5.0.7.0,42,23912,Female,23912,White (Caucasian),23912,Thank you for this wonderful survey!,23912,
80517,11:28:50,328502927,1166,5.0.7.0,68,14905,Male,14905,White (Caucasian),14905,NONE,14905,
80517,13:32:21,590773095,1165,5.0.7.0,29,6728,Female,6728,Asian-American,6728,,6728,
80517,14:24:56,52019609,1157,5.0.7.0,71,19634,Female,19634,White (Caucasian),19634,no,19634,
80517,11:30:21,238708652,1160,5.0.7.0,26,11980,Male,11980,Hispanic,11980,Fun!,11980,
80517,12:55:14,591497946,1071,5.0.7.0,27,107070,Female,107070,African-American,107070,Some of the faces seemed photoshopped,107070,
80517,11:17:36,998631105,1140,5.0.7.0,25,22441,Female,22441,White (Caucasian),22441,Some of the facial expressions were not neutral,22441,
80517,14:12:11,651883264,1131,5.0.7.0,29,26882,Female,26882,White (Caucasian),26882,Why did none of these people look very trustworthy!! I assumed every photo was a mugshot!,26882,
80517,13:56:47,897171396,1095,5.0.7.0,48,15838,Female,15838,White (Caucasian),15838,no,15838,
80517,13:59:07,183882425,1081,5.0.7.0,52,129171,Male,129171,White (Caucasian),129171,if people were squinting their eyes they looked less trustworthy. smiling=more trustworthy,129171,
80517,14:13:25,101242660,1119,5.0.7.0,24,7708,Male,7708,White (Caucasian),7708,,7708,
80517,13:58:49,816708342,1087,5.0.7.0,33,91419,Female,91419,African-American,91419,,91419,
80517,11:01:49,651264478,1107,5.0.7.0,21,124639,Male,124639,Hispanic,124639,It's an interesting concept to rate people based solely on their appearance. Hopefully the info I've provided is helpful to the study!,124639,
80517,14:05:18,589114852,1116,5.0.7.0,22,8100,Male,8100,White (Caucasian),8100,,8100,
80517,14:02:36,778231470,1113,5.0.7.0,65,28638,Female,28638,White (Caucasian),28638,Interesting. I concentrated on the eyes.,28638,
80517,12:54:07,611174364,1070,5.0.7.0,24,93111,Female,93111,White (Caucasian),93111,"I always look at the eyes first, then the hair. you can see a persons soul through their eyes....and if their hair is kept up and clean it shows they care.",93111,
80517,13:00:53,398009581,1085,5.0.7.0,32,10428,Male,10428,White (Caucasian),10428,,10428,
80517,14:01:16,257616201,1108,5.0.7.0,27,10595,Male,10595,White (Caucasian),10595,No,10595,
80517,13:55:32,347546053,1048,5.0.7.0,60,31900,Female,31900,White (Caucasian),31900,Very Interesting.,31900,
80517,13:56:52,926167815,1092,5.0.7.0,31,10953,Female,10953,White (Caucasian),10953,,10953,
80517,13:47:16,232783764,1034,5.0.7.0,29,9858,Female,9858,White (Caucasian),9858,,9858,
80517,13:54:08,380441899,1089,5.0.7.0,53,48550,Female,48550,White (Caucasian),48550,,48550,
80517,13:52:21,940217433,1075,5.0.7.0,52,13937,Female,13937,White (Caucasian),13937,,13937,
80617,00:47:43,462814688,1024,5.0.7.0,41,16056,Male,16056,White (Caucasian),16056,,16056,
80517,13:52:05,934250413,1082,5.0.7.0,51,39228,Male,39228,White (Caucasian),39228,I cannot decide if I trust a person based on their face alone.,39228,
80517,11:50:25,291675570,1069,5.0.7.0,64,15945,Female,15945,White (Caucasian),15945,none,15945,
80517,12:45:59,248819054,1027,5.0.7.0,47,44543,Male,44543,White (Caucasian),44543,no,44543,
80517,13:51:14,665567437,1076,5.0.7.0,23,28898,Male,28898,White (Caucasian),28898,"I do not trust anybody, reason why I chose dont trust for all of them. None of them look trustful.",28898,
80517,13:42:32,898040986,1032,5.0.7.0,32,21568,Female,21568,African-American,21568,INTERESTING. THANK YOU,21568,
80517,12:44:12,765659799,1039,5.0.7.0,57,14390,Female,14390,White (Caucasian),14390,INTERESTING,14390,
80517,13:33:44,911480479,973,5.0.7.0,25,14446,Female,14446,White (Caucasian),14446,,14446,
80517,13:34:07,156269697,957,5.0.7.0,48,137775,Female,137775,White (Caucasian),137775,"apperence makes a big impression, I know that part of the study was done so everyone looked exactly the same.  Some had facial distortion - that caused me to question if they were trustworthy or not. Some had facial impurity to make me question and squinted eyes - crooked lip....to make them seem questionable.  it was hard to tell if they were making those faces so it would seem if they were not trustworthy.",137775,
80517,13:38:13,499969826,992,5.0.7.0,19,17538,Female,17538,Other,17538,,17538,
80517,12:38:36,972788549,1004,5.0.7.0,61,88042,Female,88042,White (Caucasian),88042,I was actually surprised at just how much being well-groomed affected my judgement of trustworthiness.,88042,
80517,10:33:26,905547658,976,5.0.7.0,20,14495,Female,14495,White (Caucasian),14495,,14495,
80517,13:36:16,305453575,1006,5.0.7.0,26,7225,Male,7225,White (Caucasian),7225,,7225,
80517,13:29:25,661115802,956,5.0.7.0,29,12851,Female,12851,White (Caucasian),12851,NO,12851,
80517,13:44:40,778020368,959,5.0.7.0,41,16133,Male,16133,African-American,16133,NONE,16133,
80517,12:35:25,744841781,1000,5.0.7.0,38,10420,Male,10420,White (Caucasian),10420,,10420,
80517,12:34:06,306551224,984,5.0.7.0,56,16966,Female,16966,White (Caucasian),16966,NONE,16966,
80517,13:30:05,142942852,961,5.0.7.0,55,7924,Female,7924,White (Caucasian),7924,,7924,
80517,13:30:17,704421792,965,5.0.7.0,32,9994,Female,9994,Hispanic,9994,,9994,
80517,10:34:54,221827103,983,5.0.7.0,42,19701,Male,19701,White (Caucasian),19701,interesting type of survey,19701,
80517,12:24:35,131700069,922,5.0.7.0,53,19263,Female,19263,African-American,19263,none,19263,
80517,10:17:04,682197662,902,5.0.7.0,22,163787,Female,163787,White (Caucasian),163787,"Recognized one of the white male faces from another survey. I got the feeling that some of the faces were composites. If it looked like a person didn't trust me or like me, I didn't feel they were trustworthy. Smiles and kind eyes were major factors. Attractiveness was also a factor.",163787,
80517,12:22:12,823654710,933,5.0.7.0,41,23675,Female,23675,White (Caucasian),23675,,23675,
