subject,blockcode,trialcode,trialnum,response,latency,stimulusitem3,stimulusitem4,stimulusitem5,stimulusitem6,stimulusitem8,stimulusitem9,stimulusitem10,stimulusitem11,values.gridface1_code,values.gridface2_code,values.gridface3_code,values.gridface4_code,values.gridface5_code,values.gridface6_code,values.gridface7_code,values.gridface8_code,values.avg_grid1,values.avg_grid2,values.variance_grid1,values.variance_grid2,values.trial_retry,values.nTrials,var_grid1,var_grid2,correct_resp_var,correct_var_num,easiness_var,correct_resp_avg,correct_avg_num,easiness_avg
553555587,gridcompare_block,gridcompare_trial,12,50,2869,nexus2_8_tw_1.00.jpg,nexus2_10_tw_3.00.jpg,nexus2_21_tw_-3.00.jpg,nexus2_1_tw_3.00.jpg,nexus2_25_tw_1.00.jpg,nexus2_9_tw_3.00.jpg,nexus2_12_tw_-1.00.jpg,nexus2_19_tw_2.00.jpg,1,3,-3,3,1,3,-1,2,1,1.25,8,2.916666667,0,100,8,2.916666667,38,0,5.083333333,50,1,0.25
553555587,gridcompare_block,gridcompare_trial,13,38,1059,nexus2_15_tw_1.00.jpg,nexus2_25_tw_-2.00.jpg,nexus2_24_tw_-1.00.jpg,nexus2_2_tw_-3.00.jpg,nexus2_19_tw_0.00.jpg,nexus2_8_tw_2.00.jpg,nexus2_4_tw_0.00.jpg,nexus2_10_tw_-1.00.jpg,1,-2,-1,-3,0,2,0,-1,-1.25,0.25,2.916666667,1.583333333,0,100,2.916666667,1.583333333,38,1,1.333333333,50,0,1.5
553555587,gridcompare_block,gridcompare_trial,14,38,1530,nexus2_25_tw_-2.00.jpg,nexus2_8_tw_0.00.jpg,nexus2_11_tw_2.00.jpg,nexus2_13_tw_-3.00.jpg,nexus2_18_tw_2.00.jpg,nexus2_6_tw_0.00.jpg,nexus2_9_tw_-1.00.jpg,nexus2_22_tw_2.00.jpg,-2,0,2,-3,2,0,-1,2,-0.75,0.75,4.916666667,2.25,0,100,4.916666667,2.25,38,1,2.666666667,50,0,1.5
553555587,gridcompare_block,gridcompare_trial,15,38,1950,nexus2_8_tw_-3.00.jpg,nexus2_6_tw_1.00.jpg,nexus2_19_tw_3.00.jpg,nexus2_15_tw_-2.00.jpg,nexus2_21_tw_-2.00.jpg,nexus2_18_tw_-1.00.jpg,nexus2_23_tw_-1.00.jpg,nexus2_17_tw_1.00.jpg,-3,1,3,-2,-2,-1,-1,1,-0.25,-0.75,7.583333333,1.583333333,0,100,7.583333333,1.583333333,38,1,6,38,1,0.5
553555587,gridcompare_block,gridcompare_trial,16,38,1920,nexus2_25_tw_-3.00.jpg,nexus2_5_tw_-1.00.jpg,nexus2_7_tw_-1.00.jpg,nexus2_24_tw_-3.00.jpg,nexus2_10_tw_2.00.jpg,nexus2_16_tw_1.00.jpg,nexus2_3_tw_-3.00.jpg,nexus2_18_tw_-2.00.jpg,-3,-1,-1,-3,2,1,-3,-2,-2,-0.5,1.333333333,5.666666667,0,100,1.333333333,5.666666667,50,0,4.333333333,50,0,1.5
553555587,gridcompare_block,gridcompare_trial,17,50,1396,nexus2_6_tw_-2.00.jpg,nexus2_2_tw_1.00.jpg,nexus2_25_tw_3.00.jpg,nexus2_13_tw_-1.00.jpg,nexus2_16_tw_-2.00.jpg,nexus2_8_tw_0.00.jpg,nexus2_5_tw_3.00.jpg,nexus2_24_tw_-2.00.jpg,-2,1,3,-1,-2,0,3,-2,0.25,-0.25,4.916666667,5.583333333,0,100,4.916666667,5.583333333,50,1,0.666666667,38,0,0.5
553555587,gridcompare_block,gridcompare_trial,18,38,1054,nexus2_16_tw_-1.00.jpg,nexus2_4_tw_-2.00.jpg,nexus2_12_tw_0.00.jpg,nexus2_3_tw_0.00.jpg,nexus2_22_tw_-1.00.jpg,nexus2_11_tw_-3.00.jpg,nexus2_1_tw_-2.00.jpg,nexus2_21_tw_-1.00.jpg,-1,-2,0,0,-1,-3,-2,-1,-0.75,-1.75,0.916666667,0.916666667,1,101,0.916666667,0.916666667,NA,NA,0,38,1,1
553555587,gridcompare_block,gridcompare_trial,19,38,900,nexus2_7_tw_3.00.jpg,nexus2_12_tw_3.00.jpg,nexus2_13_tw_2.00.jpg,nexus2_4_tw_2.00.jpg,nexus2_21_tw_0.00.jpg,nexus2_2_tw_-1.00.jpg,nexus2_9_tw_-2.00.jpg,nexus2_16_tw_2.00.jpg,3,3,2,2,0,-1,-2,2,2.5,-0.25,0.333333333,2.916666667,0,101,0.333333333,2.916666667,50,0,2.583333333,38,1,2.75
553555587,gridcompare_block,gridcompare_trial,20,38,1152,nexus2_12_tw_-2.00.jpg,nexus2_17_tw_-1.00.jpg,nexus2_25_tw_0.00.jpg,nexus2_23_tw_3.00.jpg,nexus2_1_tw_-1.00.jpg,nexus2_7_tw_0.00.jpg,nexus2_11_tw_1.00.jpg,nexus2_8_tw_-2.00.jpg,-2,-1,0,3,-1,0,1,-2,0,-0.5,4.666666667,1.666666667,0,101,4.666666667,1.666666667,38,1,3,38,1,0.5
553555587,gridcompare_block,gridcompare_trial,21,50,1461,nexus2_19_tw_-1.00.jpg,nexus2_21_tw_3.00.jpg,nexus2_22_tw_3.00.jpg,nexus2_10_tw_0.00.jpg,nexus2_25_tw_-1.00.jpg,nexus2_14_tw_1.00.jpg,nexus2_4_tw_-3.00.jpg,nexus2_11_tw_-2.00.jpg,-1,3,3,0,-1,1,-3,-2,1.25,-1.25,4.25,2.916666667,0,101,4.25,2.916666667,38,0,1.333333333,38,0,2.5
553555587,gridcompare_block,gridcompare_trial,22,38,1612,nexus2_7_tw_3.00.jpg,nexus2_5_tw_-3.00.jpg,nexus2_23_tw_0.00.jpg,nexus2_1_tw_0.00.jpg,nexus2_12_tw_1.00.jpg,nexus2_24_tw_3.00.jpg,nexus2_22_tw_1.00.jpg,nexus2_17_tw_2.00.jpg,3,-3,0,0,1,3,1,2,0,1.75,6,0.916666667,0,101,6,0.916666667,38,1,5.083333333,50,0,1.75
553555587,gridcompare_block,gridcompare_trial,23,50,1725,nexus2_20_tw_-2.00.jpg,nexus2_1_tw_3.00.jpg,nexus2_13_tw_-1.00.jpg,nexus2_5_tw_1.00.jpg,nexus2_21_tw_2.00.jpg,nexus2_12_tw_2.00.jpg,nexus2_10_tw_-3.00.jpg,nexus2_7_tw_-3.00.jpg,-2,3,-1,1,2,2,-3,-3,0.25,-0.5,4.916666667,8.333333333,0,101,4.916666667,8.333333333,50,1,3.416666667,38,0,0.75
553555587,gridcompare_block,gridcompare_trial,24,50,584,nexus2_13_tw_1.00.jpg,nexus2_16_tw_2.00.jpg,nexus2_3_tw_3.00.jpg,nexus2_20_tw_3.00.jpg,nexus2_15_tw_-1.00.jpg,nexus2_22_tw_-2.00.jpg,nexus2_6_tw_2.00.jpg,nexus2_5_tw_2.00.jpg,1,2,3,3,-1,-2,2,2,2.25,0.25,0.916666667,4.25,0,101,0.916666667,4.25,50,1,3.333333333,38,0,2
553555587,gridcompare_block,gridcompare_trial,25,38,1296,nexus2_2_tw_2.00.jpg,nexus2_13_tw_2.00.jpg,nexus2_22_tw_-3.00.jpg,nexus2_19_tw_-2.00.jpg,nexus2_25_tw_1.00.jpg,nexus2_24_tw_2.00.jpg,nexus2_9_tw_1.00.jpg,nexus2_16_tw_-1.00.jpg,2,2,-3,-2,1,2,1,-1,-0.25,0.75,6.916666667,1.583333333,0,101,6.916666667,1.583333333,38,1,5.333333333,50,0,1
553555587,gridcompare_block,gridcompare_trial,26,38,895,nexus2_17_tw_-3.00.jpg,nexus2_21_tw_2.00.jpg,nexus2_12_tw_-3.00.jpg,nexus2_20_tw_-1.00.jpg,nexus2_22_tw_3.00.jpg,nexus2_11_tw_-1.00.jpg,nexus2_7_tw_1.00.jpg,nexus2_1_tw_2.00.jpg,-3,2,-3,-1,3,-1,1,2,-1.25,1.25,5.583333333,2.916666667,0,101,5.583333333,2.916666667,38,1,2.666666667,50,0,2.5
553555587,gridcompare_block,gridcompare_trial,27,50,1341,nexus2_21_tw_-3.00.jpg,nexus2_18_tw_0.00.jpg,nexus2_13_tw_-3.00.jpg,nexus2_1_tw_1.00.jpg,nexus2_12_tw_-1.00.jpg,nexus2_16_tw_-3.00.jpg,nexus2_9_tw_2.00.jpg,nexus2_25_tw_2.00.jpg,-3,0,-3,1,-1,-3,2,2,-1.25,0,4.25,6,0,101,4.25,6,50,1,1.75,50,1,1.25
553555587,gridcompare_block,gridcompare_trial,28,38,1769,nexus2_7_tw_2.00.jpg,nexus2_17_tw_0.00.jpg,nexus2_5_tw_-2.00.jpg,nexus2_13_tw_-2.00.jpg,nexus2_25_tw_1.00.jpg,nexus2_14_tw_-3.00.jpg,nexus2_16_tw_1.00.jpg,nexus2_21_tw_3.00.jpg,2,0,-2,-2,1,-3,1,3,-0.5,0.5,3.666666667,6.333333333,0,101,3.666666667,6.333333333,50,0,2.666666667,50,0,1
553555587,gridcompare_block,gridcompare_trial,29,38,1412,nexus2_14_tw_0.00.jpg,nexus2_8_tw_3.00.jpg,nexus2_22_tw_0.00.jpg,nexus2_9_tw_3.00.jpg,nexus2_18_tw_1.00.jpg,nexus2_13_tw_0.00.jpg,nexus2_7_tw_0.00.jpg,nexus2_23_tw_2.00.jpg,0,3,0,3,1,0,0,2,1.5,0.75,3,0.916666667,0,101,3,0.916666667,38,1,2.083333333,38,1,0.75
553555587,gridcompare_block,gridcompare_trial,30,50,1147,nexus2_22_tw_1.00.jpg,nexus2_2_tw_-3.00.jpg,nexus2_8_tw_1.00.jpg,nexus2_14_tw_3.00.jpg,nexus2_18_tw_2.00.jpg,nexus2_19_tw_-3.00.jpg,nexus2_5_tw_0.00.jpg,nexus2_10_tw_-2.00.jpg,1,-3,1,3,2,-3,0,-2,0.5,-0.75,6.333333333,4.916666667,0,101,6.333333333,4.916666667,38,0,1.416666667,38,0,1.25
553555587,gridcompare_block,gridcompare_trial,31,50,1248,nexus2_20_tw_2.00.jpg,nexus2_10_tw_1.00.jpg,nexus2_18_tw_-1.00.jpg,nexus2_7_tw_-1.00.jpg,nexus2_1_tw_-3.00.jpg,nexus2_8_tw_-3.00.jpg,nexus2_6_tw_3.00.jpg,nexus2_3_tw_2.00.jpg,2,1,-1,-1,-3,-3,3,2,0.25,-0.25,2.25,10.25,0,101,2.25,10.25,50,1,8,38,0,0.5
553555587,gridcompare_block,gridcompare_trial,32,38,2364,nexus2_1_tw_1.00.jpg,nexus2_8_tw_-1.00.jpg,nexus2_17_tw_-2.00.jpg,nexus2_19_tw_1.00.jpg,nexus2_14_tw_2.00.jpg,nexus2_7_tw_-2.00.jpg,nexus2_11_tw_3.00.jpg,nexus2_18_tw_-3.00.jpg,1,-1,-2,1,2,-2,3,-3,-0.25,0,2.25,8.666666667,0,101,2.25,8.666666667,50,0,6.416666667,50,0,0.25
553555587,gridcompare_block,gridcompare_trial,33,50,1761,nexus2_1_tw_-1.00.jpg,nexus2_14_tw_-2.00.jpg,nexus2_7_tw_3.00.jpg,nexus2_18_tw_-2.00.jpg,nexus2_10_tw_2.00.jpg,nexus2_19_tw_0.00.jpg,nexus2_12_tw_-3.00.jpg,nexus2_3_tw_1.00.jpg,-1,-2,3,-2,2,0,-3,1,-0.5,0,5.666666667,4.666666667,0,101,5.666666667,4.666666667,38,0,1,50,1,0.5
553555587,gridcompare_block,gridcompare_trial,34,50,1131,nexus2_17_tw_2.00.jpg,nexus2_18_tw_3.00.jpg,nexus2_7_tw_-1.00.jpg,nexus2_13_tw_3.00.jpg,nexus2_12_tw_-2.00.jpg,nexus2_5_tw_3.00.jpg,nexus2_6_tw_1.00.jpg,nexus2_19_tw_1.00.jpg,2,3,-1,3,-2,3,1,1,1.75,0.75,3.583333333,4.25,0,101,3.583333333,4.25,50,1,0.666666667,38,0,1
553555587,gridcompare_block,gridcompare_trial,35,38,1567,nexus2_25_tw_2.00.jpg,nexus2_9_tw_-3.00.jpg,nexus2_6_tw_0.00.jpg,nexus2_21_tw_-2.00.jpg,nexus2_10_tw_-2.00.jpg,nexus2_18_tw_-2.00.jpg,nexus2_13_tw_2.00.jpg,nexus2_7_tw_1.00.jpg,2,-3,0,-2,-2,-2,2,1,-0.75,-0.25,4.916666667,4.25,0,101,4.916666667,4.25,38,1,0.666666667,50,0,0.5
553555587,gridcompare_block,gridcompare_trial,36,38,1039,nexus2_10_tw_-3.00.jpg,nexus2_17_tw_3.00.jpg,nexus2_14_tw_-1.00.jpg,nexus2_1_tw_2.00.jpg,nexus2_20_tw_1.00.jpg,nexus2_16_tw_3.00.jpg,nexus2_3_tw_2.00.jpg,nexus2_12_tw_0.00.jpg,-3,3,-1,2,1,3,2,0,0.25,1.5,7.583333333,1.666666667,0,101,7.583333333,1.666666667,38,1,5.916666667,50,0,1.25
553555587,gridcompare_block,gridcompare_trial,37,50,1096,nexus2_16_tw_0.00.jpg,nexus2_9_tw_-2.00.jpg,nexus2_14_tw_3.00.jpg,nexus2_6_tw_-2.00.jpg,nexus2_21_tw_-1.00.jpg,nexus2_12_tw_2.00.jpg,nexus2_8_tw_2.00.jpg,nexus2_25_tw_-2.00.jpg,0,-2,3,-2,-1,2,2,-2,-0.25,0.25,5.583333333,4.25,0,101,5.583333333,4.25,38,0,1.333333333,50,1,0.5
553555587,gridcompare_block,gridcompare_trial,38,38,1566,nexus2_6_tw_-1.00.jpg,nexus2_10_tw_1.00.jpg,nexus2_5_tw_0.00.jpg,nexus2_1_tw_0.00.jpg,nexus2_4_tw_2.00.jpg,nexus2_15_tw_2.00.jpg,nexus2_21_tw_1.00.jpg,nexus2_3_tw_-1.00.jpg,-1,1,0,0,2,2,1,-1,0,1,0.666666667,2,0,101,0.666666667,2,50,0,1.333333333,50,0,1
553555587,gridcompare_block,gridcompare_trial,39,38,881,nexus2_25_tw_0.00.jpg,nexus2_23_tw_-3.00.jpg,nexus2_6_tw_-3.00.jpg,nexus2_9_tw_-1.00.jpg,nexus2_17_tw_1.00.jpg,nexus2_7_tw_2.00.jpg,nexus2_20_tw_-2.00.jpg,nexus2_19_tw_3.00.jpg,0,-3,-3,-1,1,2,-2,3,-1.75,1,2.25,4.666666667,0,101,2.25,4.666666667,50,0,2.416666667,50,0,2.75
553555587,gridcompare_block,gridcompare_trial,40,50,1775,nexus2_7_tw_0.00.jpg,nexus2_16_tw_-2.00.jpg,nexus2_5_tw_-3.00.jpg,nexus2_24_tw_-2.00.jpg,nexus2_10_tw_-1.00.jpg,nexus2_21_tw_0.00.jpg,nexus2_6_tw_-3.00.jpg,nexus2_12_tw_3.00.jpg,0,-2,-3,-2,-1,0,-3,3,-1.75,-0.25,1.583333333,6.25,0,101,1.583333333,6.25,50,1,4.666666667,50,1,1.5
553555587,gridcompare_block,gridcompare_trial,41,50,2858,nexus2_24_tw_1.00.jpg,nexus2_2_tw_0.00.jpg,nexus2_17_tw_-1.00.jpg,nexus2_4_tw_-2.00.jpg,nexus2_8_tw_-2.00.jpg,nexus2_13_tw_3.00.jpg,nexus2_5_tw_-1.00.jpg,nexus2_21_tw_-2.00.jpg,1,0,-1,-2,-2,3,-1,-2,-0.5,-0.5,1.666666667,5.666666667,0,101,1.666666667,5.666666667,50,1,4,NA,NA,0
553555587,gridcompare_block,gridcompare_trial,42,50,1257,nexus2_8_tw_0.00.jpg,nexus2_15_tw_1.00.jpg,nexus2_16_tw_-2.00.jpg,nexus2_1_tw_3.00.jpg,nexus2_25_tw_-3.00.jpg,nexus2_9_tw_0.00.jpg,nexus2_20_tw_3.00.jpg,nexus2_4_tw_1.00.jpg,0,1,-2,3,-3,0,3,1,0.5,0.25,4.333333333,6.25,0,101,4.333333333,6.25,50,1,1.916666667,38,0,0.25
553555587,gridcompare_block,gridcompare_trial,43,38,1255,nexus2_10_tw_0.00.jpg,nexus2_24_tw_-1.00.jpg,nexus2_19_tw_-3.00.jpg,nexus2_5_tw_1.00.jpg,nexus2_4_tw_3.00.jpg,nexus2_3_tw_-2.00.jpg,nexus2_21_tw_0.00.jpg,nexus2_11_tw_-1.00.jpg,0,-1,-3,1,3,-2,0,-1,-0.75,0,2.916666667,4.666666667,0,101,2.916666667,4.666666667,50,0,1.75,50,0,0.75
553555587,gridcompare_block,gridcompare_trial,44,38,1046,nexus2_22_tw_-2.00.jpg,nexus2_13_tw_-1.00.jpg,nexus2_15_tw_-3.00.jpg,nexus2_24_tw_-3.00.jpg,nexus2_1_tw_-3.00.jpg,nexus2_20_tw_0.00.jpg,nexus2_10_tw_3.00.jpg,nexus2_16_tw_0.00.jpg,-2,-1,-3,-3,-3,0,3,0,-2.25,0,0.916666667,6,0,101,0.916666667,6,50,0,5.083333333,50,0,2.25
553555587,gridcompare_block,gridcompare_trial,45,38,1116,nexus2_11_tw_-3.00.jpg,nexus2_17_tw_3.00.jpg,nexus2_15_tw_-1.00.jpg,nexus2_21_tw_-1.00.jpg,nexus2_1_tw_-2.00.jpg,nexus2_22_tw_-1.00.jpg,nexus2_7_tw_-2.00.jpg,nexus2_23_tw_-2.00.jpg,-3,3,-1,-1,-2,-1,-2,-2,-0.5,-1.75,6.333333333,0.25,0,101,6.333333333,0.25,38,1,6.083333333,38,1,1.25
553555587,gridcompare_block,gridcompare_trial,46,50,1602,nexus2_11_tw_2.00.jpg,nexus2_7_tw_-3.00.jpg,nexus2_23_tw_1.00.jpg,nexus2_13_tw_-2.00.jpg,nexus2_20_tw_-3.00.jpg,nexus2_14_tw_1.00.jpg,nexus2_9_tw_1.00.jpg,nexus2_4_tw_-1.00.jpg,2,-3,1,-2,-3,1,1,-1,-0.5,-0.5,5.666666667,3.666666667,0,101,5.666666667,3.666666667,38,0,2,NA,NA,0
553555587,gridcompare_block,gridcompare_trial,47,50,1251,nexus2_1_tw_2.00.jpg,nexus2_14_tw_-1.00.jpg,nexus2_11_tw_3.00.jpg,nexus2_7_tw_-1.00.jpg,nexus2_3_tw_-3.00.jpg,nexus2_16_tw_2.00.jpg,nexus2_17_tw_2.00.jpg,nexus2_25_tw_3.00.jpg,2,-1,3,-1,-3,2,2,3,0.75,1,4.25,7.333333333,0,101,4.25,7.333333333,50,1,3.083333333,50,1,0.25
553555587,gridcompare_block,gridcompare_trial,48,50,1618,nexus2_16_tw_-1.00.jpg,nexus2_14_tw_-2.00.jpg,nexus2_9_tw_2.00.jpg,nexus2_22_tw_2.00.jpg,nexus2_13_tw_0.00.jpg,nexus2_19_tw_-2.00.jpg,nexus2_11_tw_0.00.jpg,nexus2_8_tw_-1.00.jpg,-1,-2,2,2,0,-2,0,-1,0.25,-0.75,4.25,0.916666667,0,101,4.25,0.916666667,38,0,3.333333333,38,0,1
553555587,gridcompare_block,gridcompare_trial,49,50,1166,nexus2_20_tw_-1.00.jpg,nexus2_3_tw_3.00.jpg,nexus2_19_tw_2.00.jpg,nexus2_10_tw_3.00.jpg,nexus2_16_tw_1.00.jpg,nexus2_12_tw_1.00.jpg,nexus2_1_tw_3.00.jpg,nexus2_2_tw_-1.00.jpg,-1,3,2,3,1,1,3,-1,1.75,1,3.583333333,2.666666667,0,101,3.583333333,2.666666667,38,0,0.916666667,38,0,0.75
553555587,gridcompare_block,gridcompare_trial,50,38,1204,nexus2_15_tw_0.00.jpg,nexus2_16_tw_3.00.jpg,nexus2_1_tw_-1.00.jpg,nexus2_4_tw_0.00.jpg,nexus2_12_tw_2.00.jpg,nexus2_11_tw_-2.00.jpg,nexus2_3_tw_0.00.jpg,nexus2_23_tw_3.00.jpg,0,3,-1,0,2,-2,0,3,0.5,0.75,3,4.916666667,0,101,3,4.916666667,50,0,1.916666667,50,0,0.25
553555587,gridcompare_block,gridcompare_trial,51,50,2389,nexus2_8_tw_2.00.jpg,nexus2_6_tw_-1.00.jpg,nexus2_2_tw_3.00.jpg,nexus2_3_tw_1.00.jpg,nexus2_16_tw_-3.00.jpg,nexus2_10_tw_2.00.jpg,nexus2_17_tw_-2.00.jpg,nexus2_15_tw_3.00.jpg,2,-1,3,1,-3,2,-2,3,1.25,0,2.916666667,8.666666667,0,101,2.916666667,8.666666667,50,1,5.75,38,0,1.25
553555587,gridcompare_block,gridcompare_trial,52,38,1511,nexus2_8_tw_-3.00.jpg,nexus2_2_tw_-2.00.jpg,nexus2_24_tw_0.00.jpg,nexus2_6_tw_0.00.jpg,nexus2_25_tw_-1.00.jpg,nexus2_22_tw_2.00.jpg,nexus2_7_tw_2.00.jpg,nexus2_20_tw_-2.00.jpg,-3,-2,0,0,-1,2,2,-2,-1.25,0.25,2.25,4.25,0,101,2.25,4.25,50,0,2,50,0,1.5
553555587,gridcompare_block,gridcompare_trial,53,50,1821,nexus2_24_tw_-3.00.jpg,nexus2_14_tw_2.00.jpg,nexus2_18_tw_2.00.jpg,nexus2_15_tw_-2.00.jpg,nexus2_11_tw_1.00.jpg,nexus2_21_tw_-3.00.jpg,nexus2_9_tw_0.00.jpg,nexus2_19_tw_-1.00.jpg,-3,2,2,-2,1,-3,0,-1,-0.25,-0.75,6.916666667,2.916666667,0,101,6.916666667,2.916666667,38,0,4,38,0,0.5
